PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	sampleID
-4.7317698632102205	0.1204206453904746	-0.7043848690460529	2.3601375542256795	-0.2518824027996646	0.20104532391656946	-0.0722773891303349	1.5244997922754988	0.05560233507972604	-1.0100840022518784	1.921325205574842	-0.685700561077201	1.0539803672114052	-0.4083528939716759	1.1128549176089881	-0.7383154376014903	0.33142987358632603	-0.08013045306924821	0.7227727962717345	-0.3381221531147981	AB0085-C
7.295130433333957	3.171789159826161	10.389138065328885	-1.3675439761374175	-5.9684605731216775	-0.36820041415346144	-0.20447960678583843	0.6248399025669185	-0.39360174314463714	-0.32613949382125934	0.12228362774312815	0.01717365019958973	-0.09296280202460099	0.6009768924126304	0.04976418497101469	0.07531747695250396	-0.08372228326428419	0.4264825461449794	-0.06163009204691546	-0.4625643601909832	AB0087-C
7.6793010236448005	3.327315996293507	11.101493952923184	-2.0259665595246075	-6.204727620556382	-0.08676931845283824	0.032525249265861374	0.7999073590907815	-0.6025488525216385	0.4091125196907762	0.16764883359874547	0.23105803069950492	0.1849940117471522	0.09113807695935783	0.25837158052809367	0.0015221992853362506	0.18446644793945038	0.09301253931411492	0.14081101631994017	0.16176393651926246	AB0088-C
6.543206578157512	3.227066840891582	10.379841785661194	-1.0522744603954548	-5.784138816954683	-0.5747042519733813	-0.5219423406589903	-0.2348568773466495	0.18483881001910862	-0.5181317499489411	-0.16647669933722445	-0.18009444467917934	0.03497227353456697	-0.011593609078672688	0.8599582897824051	-0.6649162080857526	-0.0769048360116946	0.7667445639639917	0.4388377569331134	0.24284615242843494	AB0089-C
7.768226851558577	2.686524468124026	9.597425053268296	-1.7814671466235583	-5.742375426767535	-1.0646430461687102	0.27873624093664406	0.46420897458590826	0.594748835057649	-0.3355447152422629	-0.7008348145137363	0.495825915178105	-0.29201655283529965	0.16349923444227982	0.8534969942541784	0.4454210836468791	-0.5149894973329799	0.6475241229200351	0.9638755815755718	-0.16503675926662822	AB0090-C
7.6222930432036975	3.83490612614821	10.419284229008465	-1.2468593502570207	-6.276238802648082	0.03869948506275983	-0.22446033471014878	0.1848733338270792	-0.11055667198315058	0.14565184668003578	-0.2674726185322948	-0.6851189374682162	0.012923192588604446	0.5522957706212401	0.44811506159184944	-0.2984472778600799	-0.762609071481817	-0.36704711910274207	0.601070818120527	0.24626584908599863	AB0091-C
6.838520820287209	3.0006584508487815	9.956943503837984	-1.8248673245259086	-6.491176329653848	-1.0405230583674343	-0.11278250319530815	-0.43319277810226015	-0.11358672331066123	-0.051752441054839636	-0.07578377672638066	0.44963949677966303	0.4859298421934764	-0.10447391632413795	0.3819978087409162	0.09296551779442987	-0.49326208739968347	0.757593376511511	0.052955990607118614	0.09768959560214326	AB0092-C
6.838916430374464	3.098231672744477	10.934435062664473	-1.5672653584020313	-6.063859067225829	-0.11504684897628861	-0.6698927684832438	-0.15093548233530166	-0.3520487695743745	-0.0070908682628541535	0.045766841433043506	0.11935542021695092	0.1518296584343849	0.314851476626827	-0.1156212757213146	0.481574639409182	-0.08976477459604536	-0.3868009241848162	0.11384147538873451	0.037040393608988025	AB0094-C
7.463387544521378	3.8435588420440996	10.593185087405034	-1.1577277817838905	-6.368982690326985	0.00021750194703590645	-0.05666742023650892	0.3598067755960394	-0.29895146118918015	0.3844808269925799	0.3895789419968745	-0.07807864146452159	1.0287169979191801	1.2919319506768017	-0.33527769302104793	-1.1052905332366287	-0.7287222494624003	0.29353809857186625	-0.12028886991260561	-0.8444966324535673	AB0095-C
7.166205437140012	3.6327178863306653	10.569615914505684	-1.978787835652083	-5.928393273035656	-0.0908388804541603	-0.05074309491536011	-0.516496573712562	-0.07257901642465221	0.033251542077533724	0.28667444266340164	-0.274114948515465	0.22213910386469538	-0.2404216519309667	0.9785936965373364	-0.11892295552453828	0.026632762577426475	-0.4112475025275107	-0.0615113068413155	-0.30855284050202114	AB0097-C
6.648530900161741	3.3209252519551424	10.143216712746485	-1.8321788449589294	-6.242854043283059	-0.20615189265599065	-0.06460055514816551	0.1474502367107919	0.06785649666864732	-0.23563208503407773	-0.0503211329301281	-0.249463240360662	0.1725102969925765	-0.10784202357561394	-0.4349802183557887	-0.06485372017778551	-0.17908089694165524	0.3413036642682539	-0.24075536957530028	0.11235363281658374	AB0098-C
7.379233249433911	3.719537557046178	10.762691282082521	-1.7836727802594554	-7.187347257904956	0.6292802284435897	-0.5581908522950666	-0.31118608266875336	-0.16413897674615374	-0.003119713919866743	0.0005991045033392859	0.6046561857752213	0.5800693036611924	0.23700005223901702	0.38180332300654	0.0740339376433906	-0.19315157783711398	0.46133144287319006	0.14986013049152497	-0.4511889252456084	AB0099-C
6.648667395560222	3.2452292772898406	10.339918264059902	-1.5493123106779458	-6.183755564362158	0.7126901646920571	-0.25576329059971087	-0.12586639989801085	-0.2029232486817391	0.03002544894467159	0.29991474771172216	-0.6843512592851375	0.5424982913468586	0.6550953612980365	0.0023279374763205455	-0.09261396886029072	-0.09880192896256927	-0.7656270665810315	0.5993277403397965	0.13590989244214854	AB0100-C
7.585601586246454	3.315846530791691	11.314383625387858	-1.4378597025085338	-6.65541768920686	-0.20475460365880394	0.1216089767888704	0.639731671419362	-0.39951025341191443	0.3392899764495356	-0.5912024779404736	0.1430339842029534	0.6514526372330072	0.7878679517488963	-0.023215126844791226	0.39958359945904603	-0.3590902959267455	0.2201345914794007	0.5401737870127038	0.12410923906258277	AB0101-C
-2.688461051584188	0.3771112226122779	2.0579813419636555	2.114367042565756	-1.803609749549027	-0.17268218851573108	-0.4011393053369357	1.3751555409822471	0.5836865113673433	-0.005198507907570436	1.6764628108378739	-1.5409853094670705	-0.420402850073758	-0.9310342153736042	-1.9988940959495909	0.35645105403161836	0.7486635710279438	-0.8735969662504557	-2.7650635970926016	-2.436040310437943	AB0103-C
-4.333707412328012	0.3905557371205761	-0.46851151950565495	1.08981157949121	-0.610961726799793	-0.8230665683315853	-0.09215535938845505	0.646804205735331	0.4600097654835813	-0.26830241851666486	2.0276289836276615	-1.3558706790509927	0.04754754903116173	0.15161375903740137	1.206253383130364	-1.0587275568085224	0.5586727670678368	-1.2969800855865032	-0.4035867190300968	-0.989010314441547	AB0104-C
7.220806698150078	3.3101496328420317	10.567727065932706	-1.7594617940714785	-6.678621652437201	0.16776025146422033	-0.5724567577733397	0.11798952306801704	-0.2708922774361458	0.12876818922088729	0.47844569160086375	0.7282516787387593	-0.6180669920050861	-0.41039582295792804	-0.606802561939245	0.20776938659075816	0.5203198310133544	-0.13003383153364068	-0.49313697482443064	0.22528497879789497	AB0109-C
7.184264563895641	3.1416280798943035	9.969551575757494	-1.3402069015277553	-5.635723290994771	-0.3068348705111157	-0.40220829549541104	-0.1459730564512133	0.4011906695399065	-0.07527099829986322	0.0488452057172205	0.02544603055540295	-0.12530338231576568	0.5499873576540002	0.5150926377410644	-1.0049967800841761	-0.03997921514676734	-0.034767902487436074	-0.2311363137835787	-0.34776667794752264	AB0110-C
7.2608964738821	3.469535416469633	10.755066720764345	-1.4857475081192566	-6.658614568439717	-0.24403479751810575	0.00280845088273725	0.0955470737068292	0.47053419470454483	-0.2713426278661955	0.2452487249638492	-0.07394946032157641	0.1748018573773328	0.30680074582117994	0.0007471383907403233	0.2720548955702013	-0.9446341578387664	0.30166858608865477	0.29126643341568886	-0.08312451004751119	AB0111-C
7.194710370619452	3.324742488151234	11.451319655806122	-1.5144234947626865	-6.379178404075761	-0.4142447679720628	0.5053916970143458	-0.08630826191790664	-0.3202647564919916	0.35815741304145543	-0.55991559413601	0.9617141174915137	0.041465723919605776	0.47474637532515235	0.6905423864162712	0.3771843648622414	0.4988930234017916	0.5440771972894227	-0.3089579223640208	0.3303967632047334	AB0112-C
