mean1	mean2	sd1	sd2	sampleID
0.20655498	0.7030327	-1.7398099	-0.123047225	HG03575
-0.19366518	0.30181795	-2.10119	0.07620967	HG03577
0.09615025	0.47836047	-2.0443904	-0.03828811	HG03578
-0.30903164	0.181899	-1.9347193	0.07983161	HG03583
-0.58274084	0.008058003	-1.6461985	0.053686388	HG03585
-0.4468291	-0.08328361	-1.6995618	0.14494647	HG03589
-0.28338006	0.041039877	-2.25482	0.24136485	HG03593
-0.4958487	0.059291773	-1.7194471	0.12403644	HG03594
-0.49992076	0.16042642	-1.7723938	0.1677021	HG03595
-0.48546937	0.1994025	-1.8363566	0.26696694	HG03598
-0.3605931	0.027168803	-1.8054147	0.08145464	HG03600
-0.4473051	-0.1283774	-1.8512529	0.22822203	HG03603
-0.46976402	0.031054549	-1.8884653	0.3103515	HG03604
-0.44097045	-0.08563537	-1.8849297	0.22845282	HG03607
-0.48705402	-0.045523472	-1.7571555	0.17858185	HG03611
-0.42193773	-0.09410495	-1.8046741	0.1220373	HG03615
-0.5106382	0.12523906	-1.7688847	0.14608254	HG03616
-0.5275318	-0.10204608	-1.741443	0.09397329	HG03619
-0.4922264	0.022693448	-1.7591711	0.23301698	HG03624
-0.44581643	-0.046038575	-1.7807528	0.19481505	HG03625
-0.5828032	0.011596254	-1.440464	-0.091899864	HG03629
-0.5088443	-0.18195696	-1.6044321	-0.06315314	HG03631
-0.4753342	0.05312579	-1.7361846	0.11570514	HG03634
-0.46641877	-0.09273142	-1.7490922	0.1828921	HG03636
-0.27920166	-0.15928037	-1.9523503	0.19237818	HG03640
-0.50411564	-0.045338817	-1.7358475	0.12560178	HG03642
-0.47322908	0.025883608	-1.5988681	0.14410771	HG03643
-0.47295013	-0.09101958	-1.6721644	0.11577154	HG03644
-0.46237424	-0.098716564	-1.7260303	0.120929725	HG03645
-0.52251357	-0.027501173	-1.779387	0.056408532	HG03646
-0.5486986	0.066012435	-1.718297	0.16221012	HG03649
-0.36716512	-0.005503722	-1.7936316	0.19528283	HG03652
-0.508717	-0.07051975	-1.6815181	0.1111219	HG03653
-0.49552754	0.091959886	-1.8597345	0.25710654	HG03660
-0.4974486	-0.08085925	-1.7092755	0.064470656	HG03663
-0.532718	0.10074525	-2.0234308	0.32956088	HG03667
-0.47150865	-0.025144286	-1.739744	0.14410438	HG03668
-0.52416056	0.21267132	-1.5978978	0.111271866	HG03672
-0.50669116	0.045148544	-1.7241027	0.057909854	HG03673
-0.49899378	0.026541285	-1.644017	0.1194048	HG03679
-0.49445274	0.07152002	-1.7878954	0.19844688	HG03680
-0.43764296	-0.07897765	-1.8422397	0.27000272	HG03681
-0.4673696	-0.03792817	-1.7803295	0.15812804	HG03684
-0.46096924	0.098226	-1.8037505	0.26479435	HG03685
-0.50126284	0.047379427	-1.9137657	0.22222652	HG03686
-0.48370746	-0.01941616	-1.8285828	0.24831606	HG03687
-0.52393883	0.17517976	-1.8959985	0.30480564	HG03689
-0.47091702	-0.053177543	-1.8653741	0.2739452	HG03690
-0.46328846	0.16622333	-1.9458811	0.32376826	HG03691
-0.5097659	-0.06301374	-1.5766164	-0.039961092	HG03692
-0.4487994	0.037492566	-1.9049604	0.304981	HG03693
-0.43985274	-0.30000728	-1.6935813	-0.05576574	HG03694
-0.53803915	0.14880793	-1.813735	0.24026383	HG03695
-0.49241486	0.031745367	-1.63456	0.058658488	HG03696
-0.51391274	-0.0057602604	-1.7713923	0.1365992	HG03697
-0.44110242	0.030562215	-1.6613548	0.20658351	HG03698
-0.48298374	-0.20374615	-1.6504399	0.015031824	HG03702
-0.52106005	0.121883444	-1.8984256	0.2528261	HG03703
-0.570983	-0.1283843	-1.4880464	-0.1422932	HG03705
-0.537965	0.00825446	-1.7651805	0.14564623	HG03706
-0.42599955	-0.1535079	-2.0797274	0.33944333	HG03708
-0.53071254	-0.10279543	-1.6808405	0.069189794	HG03709
-0.46046522	-0.047224708	-1.7764885	0.22872068	HG03711
-0.4627786	0.1008889	-1.6985279	0.13895406	HG03713
-0.50825757	-0.17863448	-1.7064341	0.072011836	HG03714
-0.5251705	0.20199864	-1.693006	0.35615873	HG03716
-0.49432507	0.10078984	-1.7484567	0.15648128	HG03717
-0.48716763	0.014688543	-1.7500207	0.21102192	HG03718
-0.37791064	-0.0027274569	-1.6435492	0.11440707	HG03720
-0.49045864	-0.04236705	-1.5934863	0.08192826	HG03722
-0.49974492	0.085137896	-1.759021	0.14886476	HG03727
-0.5285787	0.12901251	-1.6374434	0.14767875	HG03729
-0.45335546	0.054336123	-2.0116723	0.24936427	HG03730
-0.48878983	0.1264333	-1.7981794	0.28125513	HG03731
-0.4989591	0.013872794	-1.7152795	0.1662078	HG03733
-0.5226473	0.12546615	-1.8385923	0.25197673	HG03736
-0.52096206	0.07814699	-1.7278285	0.14415361	HG03738
-0.517245	0.10764747	-1.4336721	-0.0554825	HG03740
-0.5046329	0.19854312	-1.570007	0.19274344	HG03741
-0.48345712	0.0937423	-1.8435903	0.19212784	HG03742
-0.5293085	0.059870534	-1.791858	0.16961266	HG03743
-0.44414952	0.030142479	-1.7018646	0.064457305	HG03744
-0.46305838	0.0656498	-1.9446192	0.42842686	HG03745
-0.4909121	-0.1307437	-1.6320648	0.037600167	HG03746
-0.50364023	-0.001501151	-1.6490476	0.12399889	HG03750
-0.4842278	-0.10292024	-1.8690891	0.23236383	HG03752
-0.5337518	0.07145911	-1.9286942	0.29177105	HG03753
-0.48164633	-0.013993331	-1.6430795	0.11934126	HG03754
-0.4541562	-0.08516318	-1.8044443	0.2275094	HG03755
-0.44971576	-0.073685	-1.9447663	0.24397148	HG03756
-0.4599754	-0.20732827	-1.9525441	0.21573271	HG03757
-0.47722235	0.09339767	-1.8456736	0.23627879	HG03760
-0.5083987	0.14502172	-1.7021074	0.15813674	HG03762
-0.4473323	-0.048389025	-1.7555392	0.22658063	HG03765
-0.5203205	-0.1735241	-1.6970651	-0.027893296	HG03767
-0.4622337	-0.05960209	-1.786939	0.22963633	HG03770
-0.4883285	0.012405447	-1.9218065	0.3336308	HG03771
-0.48250344	0.09418052	-1.7302213	0.23102559	HG03772
-0.52216715	0.0074644606	-1.7408094	0.13583852	HG03773
-0.4530503	-0.074630566	-1.6200573	0.03846634	HG03774
-0.45022574	-0.0070869406	-1.8654075	0.23493971	HG03775
-0.44349316	-0.13939567	-1.8793547	0.2221476	HG03777
-0.4888598	0.11454969	-1.8329557	0.2016821	HG03778
-0.52059644	-0.0013812265	-1.5476712	-0.008591762	HG03779
-0.48674837	-0.081903405	-1.7603883	0.18034722	HG03780
-0.42787543	0.010578207	-1.6881657	0.20141293	HG03781
-0.44739226	-0.01361055	-1.742254	0.20045556	HG03782
-0.5396289	-0.0988403	-1.5425608	-0.036981218	HG03784
-0.44764224	-0.19126625	-1.5658115	-0.09814858	HG03785
-0.5231902	0.124196224	-1.5767543	0.019937525	HG03786
-0.4269493	0.12964372	-1.9230372	0.23137845	HG03787
-0.3864409	0.071708374	-1.7575917	0.13351013	HG03788
-0.50100404	0.023357563	-1.8321431	0.24583103	HG03789
-0.55462044	0.120739155	-1.7143271	0.08159793	HG03790
-0.5202299	0.024412088	-1.6062518	0.10254849	HG03792
-0.5259165	0.1890469	-1.7020038	0.3113848	HG03793
-0.4892936	0.12803654	-1.6678585	0.2133844	HG03796
-0.44759253	-0.13095362	-1.8051068	0.19956197	HG03800
-0.50614434	0.05457335	-1.7777048	0.21180405	HG03802
-0.40483955	-0.05130226	-1.7943118	0.21815027	HG03803
-0.49376705	-0.028334089	-1.4792559	-0.052626245	HG03805
-0.4473845	0.018835716	-1.7700075	0.2749114	HG03808
-0.43492272	-0.056328483	-1.6222532	0.085953124	HG03809
-0.44867185	0.059208088	-2.0158687	0.37542248	HG03812
-0.4371269	-0.12558027	-1.8782856	0.23916985	HG03814
-0.49327257	0.16606407	-1.9410173	0.44297433	HG03815
-0.52348953	-0.06130583	-1.8271917	0.18927158	HG03817
-0.49054256	-0.0042758663	-1.5552024	-0.019405117	HG03821
-0.43638566	-0.06803054	-1.6137195	0.013849745	HG03823
-0.46359852	0.10225242	-1.7873548	0.2793466	HG03824
-0.4361302	-0.03299696	-1.7359362	0.21515633	HG03826
-0.5464724	-0.0016620836	-1.5700847	0.019055018	HG03829
-0.48388746	0.110015325	-1.795476	0.18995215	HG03830
-0.5263755	-0.016308017	-1.7017039	0.11656893	HG03832
-0.3672383	-0.0025701006	-1.9989343	0.24560489	HG03833
-0.48650387	-0.17879589	-1.6245347	-0.023920288	HG03836
-0.43811396	-0.062037297	-1.8313653	0.2444774	HG03837
-0.4285275	-0.13805063	-1.9917455	0.33687127	HG03838
-0.4469315	-0.07165987	-1.8519217	0.24131168	HG03844
-0.46384576	0.19882564	-1.817435	0.19000103	HG03846
-0.46470097	-0.118381925	-1.8842502	0.20925297	HG03848
-0.42095295	-0.13298054	-2.1363587	0.29646266	HG03849
-0.48719004	0.033871345	-1.6856441	0.12821247	HG03850
-0.46702102	-0.15628023	-1.9558141	0.2614566	HG03851
-0.42593423	-0.139582	-1.7455666	0.1535876	HG03854
-0.5202449	0.11301499	-1.6565388	0.1383406	HG03856
-0.5339584	-0.05205769	-1.59533	0.024926553	HG03857
-0.54134697	0.06927817	-1.7099451	0.09119857	HG03858
-0.51479214	-0.047378726	-1.6991552	0.083929546	HG03861
-0.454816	-0.08208675	-1.7547181	0.14865531	HG03862
-0.51075107	0.19497947	-1.7640303	0.24228312	HG03863
-0.54553086	-0.02575142	-1.7673017	0.15387668	HG03864
-0.4639968	-0.13574691	-1.7701061	0.10462106	HG03866
-0.54690963	0.19069736	-1.466652	0.033783562	HG03867
-0.49402466	0.034948282	-1.7464777	0.13737537	HG03868
-0.48767975	-0.11300821	-1.7442139	0.12601914	HG03869
-0.48178402	-0.041320153	-1.593065	0.05958367	HG03870
-0.48493412	0.06639855	-1.6245825	0.046797045	HG03871
-0.38838914	0.09349423	-1.914582	0.23417474	HG03872
-0.3836414	-0.16950054	-1.6949651	-0.024149885	HG03873
-0.508501	-0.12868841	-1.8199097	0.15552033	HG03874
-0.5220247	0.089537196	-1.6617105	0.11718906	HG03875
-0.5445277	0.09245031	-1.884883	0.2827828	HG03882
-0.45821634	-0.061785407	-1.5946603	0.07869113	HG03884
-0.5110037	-0.07791192	-1.6900923	0.11023224	HG03885
-0.5061627	0.1940897	-1.7615762	0.2665174	HG03886
-0.5090311	-0.07031853	-1.6599889	0.076254256	HG03887
-0.46681502	0.083427005	-2.0882533	0.39001453	HG03888
-0.5410281	0.23886113	-1.6808629	0.2773795	HG03890
-0.5205	-0.17950375	-1.7400255	0.08584512	HG03894
-0.5232578	0.016331129	-1.7336129	0.1295606	HG03895
-0.39811507	-0.10442621	-1.8210998	0.026139626	HG03896
-0.4853349	0.08749121	-1.9252528	0.32851303	HG03897
-0.5237426	0.042578988	-1.845856	0.2562834	HG03898
-0.54770154	0.14627032	-1.7571874	0.17761709	HG03899
-0.4780666	-0.064627595	-1.8676955	0.2049302	HG03900
-0.49246708	-0.14288504	-1.7800528	0.1472937	HG03902
-0.45616522	-0.10089595	-1.7454275	0.17298998	HG03905
-0.49795833	-0.2348034	-2.2651317	0.40861666	HG03907
-0.4424627	-0.088246055	-1.6453083	0.10766233	HG03908
-0.42267874	-0.103663035	-1.821898	0.23944332	HG03910
-0.52939624	0.033719115	-1.760546	0.1945342	HG03911
-0.5095133	-0.06586296	-1.7822427	0.13438882	HG03913
-0.50201064	0.11099964	-1.9429553	0.31149673	HG03914
-0.46305814	-0.021179385	-1.8492465	0.19379891	HG03916
-0.57013685	0.22328214	-1.6488076	0.16133381	HG03917
-0.5260498	-0.07638199	-1.8400986	0.19429268	HG03919
-0.4610211	-0.085945435	-1.7287502	0.13590671	HG03920
-0.47164753	-0.06359894	-1.7589788	0.16610755	HG03922
-0.51022094	0.07242506	-1.5970829	0.110219605	HG03925
-0.49999872	-0.20308419	-1.8426276	0.15948023	HG03926
-0.6043138	0.04698699	-1.7571503	0.13096108	HG03928
-0.5070991	-0.034561224	-1.8351978	0.23138954	HG03931
-0.43202654	-0.061022826	-1.7236717	0.15743722	HG03934
-0.4501442	-0.0043956717	-1.6527629	0.173813	HG03937
-0.54852647	0.22458617	-1.514847	0.13682927	HG03940
-0.55133754	0.012187771	-1.6922138	0.033623822	HG03941
-0.45791557	0.061259083	-1.6899202	0.20319273	HG03943
-0.47831622	0.04066234	-1.5941138	0.002981195	HG03944
-0.5696505	0.013434104	-1.6602219	0.06447757	HG03945
-0.48490086	0.1047756	-1.8658473	0.25014055	HG03947
-0.46624675	0.039988212	-1.711751	0.19524862	HG03949
-0.55445844	0.18329398	-1.8425143	0.2615	HG03950
-0.53809005	0.009865335	-1.7776937	0.18192257	HG03951
-0.49700764	0.15078609	-1.860189	0.16559209	HG03953
-0.48086563	-0.15084524	-1.7335577	0.12841906	HG03955
-0.50495094	-0.08429117	-1.7415045	0.12706997	HG03960
-0.4510149	-0.013823935	-1.8204588	0.24040855	HG03963
-0.5031548	-0.22130676	-1.7106863	0.050070412	HG03965
-0.5344339	-0.07903237	-1.597713	-0.019754997	HG03967
-0.4728563	-0.08638353	-1.7142913	0.13555647	HG03968
-0.49385932	0.15030734	-1.963088	0.434348	HG03969
-0.47307876	-0.027894087	-1.7427996	0.18189694	HG03971
-0.4858102	-0.15367444	-1.6023331	-0.0007480292	HG03973
-0.4851202	-0.007167049	-1.686913	0.12378693	HG03974
-0.57332784	-0.16510911	-1.4974711	-0.16358136	HG03976
-0.44751814	-0.23936482	-1.7770036	0.10448683	HG03977
-0.40863028	-0.058921166	-1.9918206	0.4065869	HG03978
-0.49337843	0.09459465	-1.7390406	0.26767135	HG03985
-0.47276965	0.12883191	-1.6360414	0.26037347	HG03986
-0.58060044	0.112938814	-1.7321645	0.13332559	HG03989
-0.4038805	-0.032866187	-1.9779303	0.27205145	HG03990
-0.51823086	0.02312725	-1.7324932	0.12815346	HG03991
-0.43467465	-0.08943958	-1.8159302	0.1687062	HG03995
-0.37135223	-0.16772552	-1.7078118	-0.015022507	HG03998
-0.44324568	-0.06247575	-1.7512641	0.21347763	HG03999
-0.45265165	0.040203147	-1.8354944	0.33963168	HG04001
-0.5559549	-0.07064504	-1.5526121	-0.035448663	HG04002
-0.368755	-0.16704853	-1.9659737	0.23746814	HG04003
-0.47469798	0.0983377	-1.911005	0.33534682	HG04006
-0.5149252	-0.012559959	-1.6896043	0.13295008	HG04014
-0.48797956	-0.11756308	-1.6980481	0.063923605	HG04015
-0.5577807	-0.03112597	-1.8354285	0.10193289	HG04017
-0.50954527	-0.04711122	-2.0407033	0.3375002	HG04018
-0.4682174	-0.06288535	-1.8464797	0.2514373	HG04019
-0.48457053	0.13909762	-1.7427435	0.25779653	HG04020
-0.48974696	0.18059723	-1.8469479	0.22136678	HG04022
-0.5315377	-0.052344985	-1.7025398	0.08889461	HG04023
-0.48208848	0.22766738	-1.9552289	0.33904302	HG04025
-0.4074959	-0.14621265	-1.6484919	0.038900144	HG04026
-0.48324147	-0.13214584	-1.810789	0.1819116	HG04029
-0.50343674	-0.004701086	-1.8973238	0.21911563	HG04033
-0.55360156	0.26491982	-1.7712874	0.19816817	HG04035
-0.48265472	-0.056145616	-1.5563163	-0.006328931	HG04038
-0.47917	-0.10930044	-1.7211001	0.07780898	HG04039
-0.51923114	0.06630056	-1.7421414	0.21263124	HG04042
-0.4780095	-0.24159653	-1.7637558	0.0872115	HG04047
-0.5047874	0.05328136	-1.872787	0.24412741	HG04054
-0.52100927	-0.058950968	-1.7458664	0.033506043	HG04056
-0.48769596	0.042379193	-1.7526119	0.12707068	HG04059
-0.5250656	-0.12056834	-1.6983855	0.08050621	HG04060
-0.520812	-0.059803672	-1.7775314	0.16968216	HG04061
-0.49165717	0.10239022	-1.9133457	0.31212926	HG04062
-0.53936285	-0.11264891	-1.5401621	-0.0440998	HG04063
-0.50393075	0.15603308	-1.6960524	0.13231827	HG04070
-0.48886266	-0.07570226	-1.7871485	0.15075268	HG04075
-0.426716	-0.094876595	-1.8261557	0.25149667	HG04076
-0.4789435	-0.035849877	-1.7332824	0.12304831	HG04080
-0.50921947	-0.027239628	-1.5931095	0.021208892	HG04090
-0.4913124	0.047298126	-1.7557323	0.1997167	HG04093
-0.46004382	-0.22723539	-1.7228401	0.039484866	HG04094
-0.47191432	-0.29219645	-1.65371	-0.061548106	HG04096
-0.46043828	0.058873706	-1.7666998	0.16028358	HG04098
-0.48333386	-0.11701483	-1.7150445	0.05527485	HG04099
-0.50661236	-0.04576487	-1.6307516	0.067693	HG04100
-0.6152716	-0.06499357	-1.528119	-0.13150226	HG04106
-0.5389828	0.11338585	-1.6924772	0.10626472	HG04107
-0.44470158	0.01872211	-1.845999	0.34307003	HG04118
-0.48421195	-0.17888708	-1.4554653	-0.22656475	HG04131
-0.4860579	0.05540221	-1.7695727	0.15667118	HG04134
-0.47485915	-0.04479701	-1.7585925	0.12446118	HG04140
-0.46564558	0.01998549	-1.6425076	0.16181876	HG04141
-0.50065964	0.10188418	-1.7202537	0.18183483	HG04144
-0.5326567	0.15243189	-1.782795	0.15283014	HG04146
-0.32125953	-0.20765467	-2.0814373	-1.2685586	HG04152
-0.57612234	0.087691	-1.5644683	0.04595781	HG04153
-0.44655052	-0.115069814	-1.6798544	0.10978032	HG04155
-0.47145918	-0.12224502	-1.8309343	0.19179	HG04156
-0.5438549	0.0025914232	-1.6339252	0.030975828	HG04158
-0.4769626	-0.04955811	-1.7145231	0.15937926	HG04159
-0.45956078	-0.019219585	-1.839314	0.20940222	HG04161
-0.51215273	0.17707758	-1.8655381	0.2624812	HG04162
-0.5112335	0.2369427	-1.8197901	0.38148212	HG04164
-0.4901034	0.06883793	-1.6308993	0.17320253	HG04171
-0.48329166	-0.06824381	-1.7685204	0.12376345	HG04173
-0.4645734	-0.104490824	-1.7987351	0.11923874	HG04176
-0.4884328	0.020155244	-1.6142144	0.13793637	HG04177
-0.49885526	-0.16950794	-1.7911131	0.12873115	HG04180
-0.49828973	-0.044627257	-1.8843472	0.26210225	HG04182
-0.5231268	0.065840416	-1.8692994	0.26230514	HG04183
-0.41252533	0.0014120856	-1.9134376	0.22865428	HG04185
-0.5561537	0.016704015	-1.6315553	0.06923128	HG04186
-0.50482565	-0.044100113	-1.7146904	0.12547435	HG04188
-0.48474243	0.019247822	-1.8168633	0.26844656	HG04189
-0.52729493	-0.03492815	-1.7563936	0.16003694	HG04194
-0.49743548	-0.057431646	-1.7088041	0.11770261	HG04195
-0.45155063	-0.056730814	-1.8687881	0.26876402	HG04198
-0.47801796	0.20261686	-1.6603291	0.15302683	HG04200
-0.5019923	-0.08826024	-1.9098226	0.16795434	HG04202
-0.4318501	0.04529863	-2.018901	0.31139338	HG04206
-0.49183968	-0.092902966	-1.559506	0.022942076	HG04209
-0.49045303	0.009304098	-1.9405334	0.28267682	HG04210
-0.5463652	0.13242857	-1.6517379	0.09357227	HG04211
-0.56696147	-0.07435805	-1.5053837	-0.14953469	HG04212
-0.4966909	-0.020275421	-1.7029014	0.09896494	HG04214
-0.46629623	0.12929754	-1.8487492	0.2790017	HG04216
-0.5171525	0.09955578	-1.5839008	0.12770344	HG04219
-0.5092595	0.084244065	-1.8370636	0.26817453	HG04222
-0.48233703	0.08002537	-1.9016485	0.23263253	HG04225
-0.46770468	0.04111796	-1.7235571	0.15723361	HG04227
-0.4921358	0.142592	-1.8936157	0.3234086	HG04229
-0.5371738	0.049797826	-1.8311465	0.23172428	HG04235
-0.50504845	0.10348921	-1.9802778	0.37147427	HG04238
-0.35072425	-0.08125324	-1.6788588	-0.06427049	HG04239
-0.5452141	-0.037158675	-1.6877773	0.09642137	NA06984
-0.5107643	-0.0028507193	-1.5846868	0.079108484	NA06985
-0.5279657	0.1468331	-1.7805508	0.24429072	NA06986
-0.48565665	0.12197762	-1.8894322	0.32108843	NA06989
-0.45249596	-0.103644796	-1.9515495	0.31952202	NA06994
-0.5175685	-0.030814596	-1.7904857	0.19386245	NA07000
-0.6029698	0.10341995	-1.6739998	0.09577478	NA07037
-0.4918584	0.01814454	-1.7638359	0.22755577	NA07048
-0.52471334	0.11501973	-1.7546384	0.1196667	NA07051
-0.48026934	0.086559825	-1.9417703	0.29046142	NA07056
-0.5145027	0.032302074	-1.7366982	0.18314351	NA07347
-0.5736535	0.20751254	-1.768532	0.2079797	NA07357
-0.557344	0.08460479	-1.6931045	0.1241814	NA10847
-0.49684873	-0.09201748	-1.8534255	0.22243632	NA10851
-0.53149897	0.0029809992	-1.8471092	0.19930138	NA11829
-0.5563647	-0.047333665	-1.6387224	0.019825468	NA11830
-0.50806123	-0.023621507	-1.7516296	0.18139924	NA11831
-0.53492516	0.21300976	-1.7254261	0.1895044	NA11832
-0.44492987	-0.107588835	-1.8680019	0.17211927	NA11840
-0.5727034	0.1266468	-1.7434781	0.11700142	NA11843
-0.47072783	-0.0024667461	-1.7985196	0.19673814	NA11881
-0.52215594	0.14908902	-1.849302	0.2608906	NA11892
-0.41087428	-0.0044792374	-1.7657571	0.15903105	NA11893
-0.5016578	-0.04651756	-1.9369612	0.26906812	NA11894
-0.497476	-0.029361553	-1.7001542	0.15650965	NA11918
-0.49777022	0.14044838	-1.8776953	0.32638335	NA11919
-0.50103897	0.07488804	-1.6719373	0.08521081	NA11920
-0.49344745	0.02778881	-1.7064744	0.18772055	NA11930
-0.5145177	0.091023974	-1.8030555	0.26924074	NA11931
-0.57155615	0.12871008	-1.7855042	0.21442594	NA11932
-0.5006884	0.07188182	-1.7715676	0.18915178	NA11933
-0.5103995	0.055050306	-1.9101951	0.32096016	NA11992
-0.49955836	0.0642386	-1.793369	-0.0069836285	NA11994
-0.5405435	0.031310014	-1.6500473	0.09897984	NA11995
-0.50379986	-0.010689684	-1.8694816	0.22545613	NA12003
-0.5121241	0.17657463	-1.6730886	0.18441726	NA12004
-0.4885936	0.041366868	-1.829032	0.19879796	NA12005
-0.5287933	-0.0043370207	-1.7230773	0.14664365	NA12006
-0.53067416	0.23195903	-1.7121153	0.263739	NA12043
-0.642103	0.13844089	-1.6214557	0.05540801	NA12044
-0.5214035	0.065652184	-1.8069711	0.22570194	NA12045
-0.52929074	0.12243729	-1.759559	0.15948714	NA12046
-0.51293224	-0.054598875	-1.8932343	0.24784948	NA12058
-0.49695328	-0.2392747	-1.7648568	0.041134484	NA12144
-0.4796323	-0.1634167	-1.7753294	0.1531861	NA12154
-0.48612073	0.039288335	-1.741426	0.12667681	NA12155
-0.5150903	0.13286476	-1.7975256	0.28186464	NA12156
-0.5579608	0.016783766	-1.7794298	0.14024295	NA12234
-0.4808195	-0.03126616	-1.8425888	0.25979102	NA12249
-0.5729576	0.08261769	-1.734819	0.10602892	NA12272
-0.5871045	0.27188462	-1.7657552	0.19413854	NA12273
-0.5197386	0.11740451	-1.7832322	0.25588572	NA12275
-0.5740213	0.08904224	-1.8338072	0.16068138	NA12282
-0.4775361	-0.042402215	-1.8427899	0.2639736	NA12283
-0.5111807	0.15936081	-1.8069236	0.20440473	NA12286
-0.60076636	0.008303217	-1.6429801	0.038275965	NA12287
-0.5115815	0.15111403	-1.7216204	0.25605845	NA12340
-0.52331775	0.27042252	-1.7776928	0.2674147	NA12341
-0.509595	0.048391275	-1.7504871	0.1403339	NA12342
-0.64994675	0.013774089	-1.583339	-0.040073864	NA12347
-0.4818199	0.02204483	-1.7173722	0.20345832	NA12348
-0.51700157	0.01708322	-1.975208	0.31786597	NA12383
-0.49837437	0.030687861	-1.6286757	0.07955647	NA12399
-0.5256668	0.07077616	-1.6846633	0.03187991	NA12400
-0.47128895	-0.0566364	-1.8805228	0.2800877	NA12413
-0.5547151	0.04613035	-1.6902385	0.11487938	NA12414
-0.49519768	-0.009289094	-1.866345	0.21881141	NA12489
-0.49537745	0.14061062	-1.8519528	0.30473125	NA12546
-0.509355	-0.04725594	-1.6790363	0.101538785	NA12716
-0.5436453	0.19869761	-1.8960409	0.24619187	NA12717
-0.5443899	0.10185783	-1.7020974	0.15561856	NA12718
-0.4772301	0.041829996	-1.7870756	0.27092838	NA12748
-0.5244618	0.023436956	-1.7977946	0.2146361	NA12749
-0.5162255	0.05281704	-1.7607639	0.18216206	NA12750
-0.5241615	-0.01987917	-1.641095	0.09750522	NA12751
-0.5240311	-0.16754706	-1.950268	0.23136224	NA12760
-0.51387185	0.1321942	-1.7880784	0.178836	NA12761
-0.5629379	0.15723388	-1.8070737	0.24335851	NA12762
-0.46301952	-0.0033491333	-1.76092	0.21880831	NA12763
-0.47540942	0.11904471	-1.9245926	0.30307257	NA12775
-0.5725574	0.04783254	-1.6566503	0.08997906	NA12776
-0.46567288	-0.090326376	-1.8448403	0.24836434	NA12777
-0.49957362	0.01689034	-1.863027	0.28371036	NA12778
-0.47672632	0.011022261	-1.5904785	0.118181475	NA12812
-0.4911621	0.015244178	-1.8993139	0.22789516	NA12813
-0.52703947	0.010224155	-1.6714544	0.12787761	NA12814
-0.5278773	0.05140262	-1.8688821	0.2702303	NA12815
-0.53590137	0.044515662	-1.7656901	0.18365802	NA12827
-0.49657717	0.11001175	-1.7119973	0.122347005	NA12828
-0.50346404	0.1694868	-1.7333734	0.15276696	NA12829
-0.54493386	0.040058903	-1.6684544	0.11136175	NA12830
-0.5285085	0.195617	-1.8011847	0.1851554	NA12842
-0.517361	0.09856897	-1.7995683	0.23793043	NA12843
-0.4980804	0.005676679	-1.9996202	0.30546892	NA12872
-0.5197112	0.025048189	-1.8015919	0.2053826	NA12873
-0.60876256	0.2545001	-1.6430417	0.14301898	NA12874
-0.53493065	-0.14448853	-1.6866319	0.025433192	NA12878
-0.49421874	-0.071552224	-1.8897579	0.20669092	NA12889
-0.555427	-0.020447917	-1.6512237	0.06103898	NA12890
-0.20390597	0.4324221	-2.1374383	0.15797032	NA18486
-0.13158348	0.52806693	-1.8587146	0.016969094	NA18488
-0.086928755	0.43901342	-1.8661385	-0.076734655	NA18489
-0.3412116	0.43666714	-1.9304214	0.12626351	NA18498
0.15811452	0.6169649	-2.0435166	-0.036116593	NA18499
-0.1114147	0.4486726	-1.6853651	-0.16345964	NA18501
-0.32561615	0.26306003	-1.8903239	0.050326593	NA18502
-0.17540136	0.42127246	-1.9419153	0.019411692	NA18504
-0.29955962	0.4304741	-2.044258	0.22412457	NA18505
-0.3553702	0.28371114	-2.029964	0.24602379	NA18507
-0.271714	0.47752255	-1.8790839	0.12686767	NA18508
-0.05149356	0.4489866	-1.934431	0.0003646703	NA18510
-0.09081307	0.3273384	-2.034227	0.1099279	NA18511
0.008155313	0.5246002	-2.0418134	0.01854206	NA18516
-0.099137574	0.3984428	-2.0032716	0.10475052	NA18517
-0.0777041	0.4503755	-2.2584422	0.21096386	NA18519
-0.21567944	0.3677469	-1.9663757	0.0332383	NA18520
-0.5328186	0.36273128	-1.7232732	0.25129068	NA18522
-0.448267	0.21662228	-1.825233	0.2445531	NA18523
-0.60362583	0.18052118	-1.5878999	0.06149388	NA18525
-0.54612154	0.0032450478	-1.6239464	0.07384456	NA18526
-0.6206961	0.11260741	-1.4475588	-0.07200038	NA18528
-0.5001727	-0.20133896	-1.8227336	0.13142504	NA18530
-0.46449748	0.029639773	-1.7115823	0.21640159	NA18531
-0.4907836	0.09305113	-1.7913014	0.17903878	NA18532
-0.5002082	0.019442968	-1.6800101	0.16985644	NA18533
-0.4253917	-0.06994075	-1.7114688	0.13893367	NA18534
-0.5772297	-0.025495596	-1.7497022	0.112387784	NA18535
-0.41781726	-0.0178935	-1.6033769	0.13010348	NA18536
-0.5125174	-0.067082115	-1.4933856	-0.030340066	NA18537
-0.55916494	0.22323732	-1.5471253	0.23785497	NA18538
-0.49465135	-0.0063037355	-1.4959755	0.020278344	NA18539
