mean1	mean2	sd1	sd2	sampleID
-0.4905199	0.004141144	-1.6685328	0.06175018	HG01357
-0.5059356	0.07144862	-1.8465174	0.2404721	HG01359
-0.5204424	0.12475186	-1.9162104	0.2954768	HG01360
-0.5264308	0.23607354	-1.8727798	0.18728365	HG01362
-0.45384744	0.036610655	-1.7428185	0.12495483	HG01363
-0.47903314	0.04314261	-1.7910174	0.21108522	HG01365
-0.51793617	0.007931641	-1.7197669	0.09418238	HG01366
-0.52837473	0.049852423	-1.5529685	0.045699008	HG01369
-0.5503196	0.039210252	-1.7605042	0.14228715	HG01372
-0.4847677	0.07261627	-1.7957278	0.11890591	HG01374
-0.5422421	0.03343182	-1.7498927	0.14373805	HG01375
-0.51400095	0.019594125	-1.5853063	-0.022171369	HG01377
-0.49230924	0.044519357	-1.7765706	0.17764343	HG01378
-0.53792113	0.026844673	-1.7794218	0.19060542	HG01383
-0.5289491	-0.028553791	-1.7256604	0.14334871	HG01384
-0.5371674	0.18412177	-1.7519062	0.17824925	HG01389
-0.33006373	0.25015193	-1.7987283	0.040207036	HG01390
-0.5138392	0.19335584	-1.7112358	0.20961751	HG01392
-0.45093372	0.12829225	-1.9078846	0.28632867	HG01393
-0.49668267	0.18758492	-1.7743502	0.18696524	HG01395
-0.5097353	-0.007686921	-1.659625	0.12513591	HG01396
-0.48093835	0.06218391	-1.8609159	0.22516145	HG01398
-0.42634	0.041501813	-1.7098812	0.09122468	HG01402
-0.48843363	0.07687872	-1.592975	0.12503482	HG01403
-0.4717206	0.11531227	-1.8454742	0.22062398	HG01405
-0.53147095	0.11117714	-1.59459	0.060542233	HG01412
-0.4975187	0.17582135	-1.6708171	0.10837353	HG01413
-0.5268685	-0.0046658	-1.8050036	0.1798233	HG01414
-0.49117425	-0.04339356	-1.6397096	0.102574356	HG01431
-0.48650017	-0.07427687	-1.7519662	0.17261542	HG01432
-0.61898786	-0.078704186	-1.5244727	-0.13513587	HG01435
-0.51131386	0.0852757	-1.789761	0.20307077	HG01437
-0.5166783	0.0019588987	-1.7996444	0.17007555	HG01438
-0.414475	-0.059807368	-1.945573	0.27341974	HG01440
-0.5404381	0.025760107	-1.7437556	0.062634595	HG01441
-0.5264049	0.012359432	-1.600672	0.035830505	HG01443
-0.48139897	0.059612922	-1.8809173	0.28357184	HG01444
-0.5812008	0.11171978	-1.7049754	0.12868895	HG01447
-0.47588888	0.09035533	-1.7719502	0.15770938	HG01455
-0.53875154	0.08392971	-1.7429917	0.19578029	HG01456
-0.65183645	0.07693308	-1.7127723	0.09172762	HG01459
-0.52237064	0.0022929232	-1.8073304	0.21656527	HG01461
-0.4307628	0.09600776	-1.7264031	0.1328199	HG01462
-0.41454437	0.047045283	-1.833944	0.18183626	HG01464
-0.5003076	0.063532166	-1.7647183	0.18944551	HG01465
-0.5860476	0.029189996	-1.7264197	0.11735285	HG01468
-0.50884765	0.094957046	-1.9036164	0.2628616	HG01474
-0.42483166	-0.020531245	-1.6997962	0.0043095443	HG01479
-0.49097708	0.09131914	-1.6640799	0.08181036	HG01485
-0.5441541	0.1914864	-1.7805195	0.12710775	HG01486
-0.50592524	0.04320269	-1.6461314	0.14999618	HG01488
-0.54418033	0.16081147	-1.729911	0.15234615	HG01489
-0.55226225	0.2797206	-1.8731899	0.5752355	HG01491
-0.47726825	-0.017924376	-1.910389	0.3124429	HG01492
-0.58383554	0.08058684	-1.8131146	0.1756121	HG01494
-0.4991615	0.18325107	-1.7544818	0.08279408	HG01495
-0.4858879	-0.2102532	-1.6775209	0.03829003	HG01497
-0.51470774	0.033572488	-1.8052166	0.15600099	HG01498
-0.4711868	0.12741904	-1.7647417	0.21098556	HG01500
-0.5383863	-0.03667719	-1.8538971	0.14406814	HG01501
-0.46872547	-0.059460826	-1.6176239	0.07053328	HG01503
-0.5103529	0.017523102	-1.8285347	0.2095076	HG01504
-0.4965376	0.18092518	-1.7100954	0.22992171	HG01506
-0.47493687	-0.09238965	-1.8187034	0.22466888	HG01507
-0.52160186	0.22165494	-1.8603857	0.15985335	HG01509
-0.4919782	0.08779066	-1.7920053	0.29085636	HG01510
-0.5552767	0.31459004	-1.7691872	0.36103904	HG01512
-0.55586284	0.0440368	-1.843254	0.21977879	HG01513
-0.49471512	0.066933446	-1.8015151	0.28398085	HG01515
-0.62038404	0.19920044	-1.651189	0.13855685	HG01516
-0.49417844	0.1696047	-1.7599719	0.2099929	HG01518
-0.51139635	0.14964513	-1.8613024	0.2639699	HG01519
-0.52133673	-0.1663924	-1.7493904	0.09093464	HG01521
-0.52539057	-0.09835095	-1.6755747	0.07492734	HG01522
-0.54523236	0.10845607	-1.7530508	0.17430331	HG01524
-0.5469622	0.07627504	-1.8124316	0.21166243	HG01525
-0.49207774	0.11458462	-1.8309366	0.27930307	HG01527
-0.56253844	0.12807266	-1.8257155	0.19573368	HG01528
-0.52143306	0.12388926	-1.7668202	0.20874836	HG01530
-0.49728218	0.07885664	-1.9031215	0.29510665	HG01531
-0.5687942	0.15173702	-1.7034014	0.1838261	HG01536
-0.48596862	0.14829771	-1.9316369	0.2565633	HG01537
-0.5483784	0.0734896	-1.623867	0.1054417	HG01550
-0.48308447	0.016907267	-1.7906467	0.14261247	HG01551
-0.38604954	0.16094474	-1.805421	0.1165098	HG01556
-0.55768305	-0.06405527	-1.6574509	0.052194603	HG01565
-0.529597	-0.0067899902	-1.8576916	0.21148647	HG01566
-0.53235906	-0.0033639153	-1.7793611	0.17042913	HG01571
-0.5614976	-0.08550281	-1.5506573	-0.042906515	HG01572
-0.37923518	-0.07484407	-1.6688596	0.056224115	HG01577
-0.5716259	0.033652835	-1.4930078	-0.03157162	HG01578
-0.45430985	0.024759583	-1.8748405	0.32748115	HG01583
-0.5577547	0.104749255	-1.848555	0.24857344	HG01586
-0.46616438	0.013180188	-1.7868428	0.25562096	HG01589
-0.48811498	0.11845379	-1.609266	0.16107287	HG01593
-0.5232912	0.21224038	-1.7817287	0.22177257	HG01595
-0.480472	-0.13603373	-1.9710038	0.2944957	HG01596
-0.4976745	0.07880633	-1.6178575	0.13087203	HG01597
-0.55981284	0.21141975	-1.7311099	0.116242774	HG01598
-0.5230281	0.20862941	-1.664365	0.13475384	HG01599
-0.46779397	-0.026102133	-1.6641649	0.10065306	HG01600
-0.51398283	0.09949797	-1.7101688	0.12100709	HG01602
-0.47996226	-0.243602	-1.9098151	0.19167937	HG01603
-0.48240045	0.045634918	-1.7528743	0.123266585	HG01605
-0.5385482	-0.21200319	-1.8598543	0.13185228	HG01606
-0.51623875	-0.06786723	-1.651512	0.05711735	HG01607
-0.5510139	0.13664906	-1.6036755	0.06568576	HG01608
-0.5116586	-0.038032956	-1.8171535	0.21536507	HG01610
-0.51210207	-0.029407449	-1.7808051	0.19409801	HG01612
-0.50897664	-0.04644925	-1.8173935	0.1464323	HG01613
-0.5499975	0.0827586	-1.7253134	0.1698146	HG01615
-0.52466697	0.22018532	-1.8534851	0.24082913	HG01617
-0.47032645	-0.07927699	-1.9088224	0.29550302	HG01618
-0.5457987	0.18386213	-1.6536621	0.114011414	HG01619
-0.5359418	0.07144993	-1.6969149	0.15333213	HG01620
-0.5073839	-0.10355265	-1.8578532	0.16011561	HG01623
-0.5059592	0.19570749	-1.7666647	0.27334106	HG01624
-0.497314	-0.0006864747	-1.7666352	0.19884624	HG01625
-0.57060546	0.39067858	-1.7775216	0.33172023	HG01626
-0.5117753	0.24196748	-1.875882	0.33178806	HG01628
-0.4996331	0.064375095	-1.7006586	0.13588561	HG01630
-0.5967571	0.40745527	-1.7177453	0.22769071	HG01631
-0.5227751	-0.09853155	-1.9713124	0.27236927	HG01632
-0.49077228	0.16345088	-1.8017017	0.26334476	HG01668
-0.55623263	0.058587722	-1.776477	0.12009681	HG01669
-0.5238351	0.0956754	-1.7278006	0.10640431	HG01670
-0.51678294	-0.1135307	-1.5425118	-0.022003165	HG01672
-0.5397071	-0.02751083	-1.893833	0.23729385	HG01673
-0.53869456	0.10644703	-1.8289267	0.18889894	HG01675
-0.53078693	-0.020261712	-1.6477811	0.06214977	HG01676
-0.5099792	-0.08424754	-1.6555554	0.036994822	HG01678
-0.52037495	-0.011629053	-1.7763014	0.19313039	HG01679
-0.48626915	0.018110923	-1.8634529	0.22346534	HG01680
-0.5253213	0.23111133	-1.7652705	0.19583203	HG01682
-0.5647653	-0.0062005003	-1.8372098	0.18860115	HG01684
-0.4254612	-0.018030949	-1.7165776	0.22572102	HG01685
-0.6375111	0.24434869	-1.7890568	0.2069725	HG01686
-0.51626974	0.05797761	-1.6165786	0.08876813	HG01694
-0.57456344	-0.045793958	-1.7092203	0.03347624	HG01695
-0.54563874	0.022122674	-1.7960784	0.19074692	HG01697
-0.486491	0.048261933	-1.899199	0.20753397	HG01699
-0.5220956	0.11782818	-1.6795752	0.090659864	HG01700
-0.58331805	0.16958933	-1.7580729	0.20363761	HG01702
-0.55815035	0.07500964	-1.7792757	0.15488614	HG01704
-0.45787778	0.121940546	-1.9525988	0.27472556	HG01705
-0.48397902	0.070115976	-1.852407	0.22860993	HG01707
-0.47374967	-0.09024007	-1.853625	0.24548425	HG01708
-0.55948967	-0.09183759	-1.7693851	0.115971215	HG01709
-0.54970235	0.0033048908	-1.7674421	0.15846576	HG01710
-0.5133663	0.071605615	-1.8743331	0.24540748	HG01746
-0.4871576	0.06025999	-1.802151	0.19128145	HG01747
-0.55566686	0.09984844	-1.8248155	0.22905757	HG01756
-0.5800567	0.3059762	-1.7622968	0.19351043	HG01757
-0.5481675	0.058744602	-1.7253077	0.14962544	HG01761
-0.44056037	-0.013002106	-1.835383	0.23416425	HG01762
-0.6231294	0.13854389	-1.687892	0.102501996	HG01765
-0.5204095	0.04123824	-1.7978272	0.21370067	HG01766
-0.51423234	0.00088148506	-1.7985728	0.20478727	HG01767
-0.6229741	0.097988896	-1.7282436	0.11917866	HG01768
-0.55510587	0.13373224	-1.6458814	0.10466195	HG01770
-0.54154176	0.15538006	-1.6852651	0.16181494	HG01771
-0.7473834	0.49755245	-1.8052447	0.17301144	HG01773
-0.50027674	-0.036961146	-1.7424014	0.1623279	HG01775
-0.60721225	0.1487165	-1.6354519	0.07620264	HG01776
-0.49406162	-0.032453485	-1.757923	0.15469886	HG01777
-0.5260156	0.056160145	-1.8283212	0.18378414	HG01779
-0.6473312	0.17683308	-1.818756	0.19277014	HG01781
-0.5323586	0.11861508	-1.6961365	0.13693692	HG01783
-0.51614004	-0.021595307	-1.7438245	0.13830544	HG01784
-0.4784371	-0.14537175	-1.8735124	0.19777526	HG01785
-0.51761466	0.079250865	-1.7776891	0.16741969	HG01786
-0.48244384	-0.024840422	-1.8902106	0.27986872	HG01789
-0.53123635	0.04899233	-1.7421079	0.16174878	HG01790
-0.48054996	0.06492119	-1.9302275	0.29140604	HG01791
-0.4927067	-0.14952572	-1.7289181	0.11732853	HG01794
-0.5950288	-0.0647803	-1.6112813	-0.0315653	HG01795
-0.5062056	-0.051797815	-1.7275133	0.15606274	HG01796
-0.5205515	0.018572025	-1.7965397	0.1986406	HG01797
-0.5359666	0.046338014	-1.7151971	0.1430756	HG01798
-0.5233223	-0.102358766	-1.6544687	0.061303623	HG01799
-0.47061816	-0.073631115	-1.7347664	0.13700189	HG01800
-0.49853697	-0.23613007	-1.7186341	0.046034463	HG01801
-0.47053805	-0.019671746	-1.6194127	0.1254194	HG01802
-0.5230815	-0.060064383	-1.5636877	-0.020828715	HG01804
-0.54511863	0.18688695	-1.8371382	0.18873061	HG01805
-0.515979	0.053354792	-1.5686914	0.01719297	HG01806
-0.47171667	0.024727277	-1.7031984	0.19305982	HG01807
-0.5376155	-0.07998187	-1.9098595	0.23110665	HG01808
-0.5631308	0.03439241	-1.5979505	0.03400076	HG01809
-0.49621072	-0.060869522	-1.7290596	0.09380401	HG01810
-0.47189143	0.02157157	-2.0069547	0.32602537	HG01811
-0.51345414	-0.0022413214	-1.7104311	0.13215186	HG01812
-0.50176734	-0.015086957	-1.8753397	0.25659764	HG01813
-0.4804708	-0.0329128	-1.8140368	0.23265041	HG01815
-0.5086742	-0.008888551	-1.7038274	0.13070358	HG01816
-0.56367	0.041006736	-1.738345	0.14276041	HG01817
-0.50865835	0.019376688	-1.7952713	0.21919872	HG01840
-0.53131	-0.19817527	-1.6971893	0.031367905	HG01841
-0.53779215	-0.009119936	-1.6186429	0.073052175	HG01842
-0.6435242	0.1342812	-1.5418948	-0.013962021	HG01843
-0.58538884	0.019507818	-1.5774653	-0.0012055545	HG01844
-0.52816945	-0.09470684	-1.6071892	0.020404348	HG01845
-0.57064813	0.061826758	-1.6628621	0.090515144	HG01846
-0.47234467	0.0036606113	-1.8650904	0.24901928	HG01847
-0.6639996	-0.0017722329	-1.7172221	0.046013482	HG01848
-0.46096793	-0.12790401	-1.7632072	0.13248552	HG01849
-0.5331264	0.027111225	-1.7481151	0.17923619	HG01850
-0.54942936	0.1019625	-1.7998915	0.22547616	HG01851
-0.49964526	0.051833205	-1.7435104	0.23338653	HG01852
-0.5384663	0.01239138	-1.5876493	0.035620816	HG01853
-0.55410224	0.16227214	-1.7682294	0.14066471	HG01855
-0.5633561	0.113727264	-1.5640849	0.033421285	HG01857
-0.57020336	0.22685604	-1.6312824	0.19226362	HG01858
-0.5275802	-0.16064532	-1.6681969	0.01787282	HG01859
-0.47616354	-0.020734139	-1.786602	0.19517471	HG01860
-0.57875425	0.05546146	-1.4540064	-0.06875383	HG01861
-0.48667303	-0.023811646	-1.8410776	0.22809769	HG01862
-0.40433434	-0.100263305	-1.777683	0.18565024	HG01863
-0.42993215	-0.16801043	-1.8622475	0.16526093	HG01864
-0.52532893	-0.07839949	-1.7989459	0.15761866	HG01865
-0.5140422	0.020516448	-1.86179	0.24002041	HG01866
-0.5105044	0.09338992	-1.6780777	0.086562045	HG01867
-0.5889825	0.11804729	-1.6062119	0.07246042	HG01868
-0.5506602	0.071365885	-1.7063749	0.15528156	HG01869
-0.60889834	-0.067835756	-1.531979	-0.09345006	HG01870
-0.46902207	0.13393097	-1.711597	0.19041611	HG01871
-0.5137605	0.040419035	-1.8568137	0.17372335	HG01872
-0.5131032	-0.13427086	-1.6091182	0.013064394	HG01873
-0.44734016	-0.02954597	-1.636433	0.05462981	HG01874
-0.39421597	-0.1778601	-1.7466915	0.0655197	HG01878
-0.24620989	0.22490971	-1.9159131	0.100204594	HG01879
-0.38246527	0.13738327	-1.6688042	0.04978431	HG01880
0.15692684	0.5609413	-1.7604547	-0.19601153	HG01882
-0.28386202	0.30726153	-1.6586535	-0.17468165	HG01883
-0.23403397	0.4087202	-1.9889135	0.12366713	HG01885
0.15814301	0.5782115	-2.0270596	-0.053881638	HG01886
-0.13430825	0.42148238	-2.1906114	0.1858057	HG01889
0.16222057	0.5304554	-2.1540449	0.0695082	HG01890
-0.48490897	0.05168908	-1.7230731	0.22151448	HG01892
-0.57677346	0.032433204	-1.476702	-0.05353891	HG01893
-0.40857866	0.056425504	-1.9292228	0.18026699	HG01894
-0.100251466	0.4237792	-1.964675	0.037615545	HG01896
-0.20024124	0.08905559	-2.0646715	0.08914054	HG01912
-0.4906887	0.006353311	-1.5378475	0.040601857	HG01914
0.09819397	0.45453936	-2.010494	0.042566307	HG01915
-0.5809204	-0.036603756	-1.4926097	-0.07822966	HG01917
-0.5618468	0.0045731585	-1.7714076	0.13854636	HG01918
-0.5326902	-0.067677446	-1.5594511	-0.03980028	HG01920
-0.56264704	0.19650559	-1.7550354	0.21172775	HG01921
-0.55329674	0.28649813	-1.7002816	0.24075975	HG01923
-0.60596913	0.26797658	-1.58654	0.13246848	HG01924
-0.52831656	0.0851106	-1.5808576	0.07574297	HG01926
-0.55481344	0.0007497588	-1.6778731	0.09870482	HG01927
-0.59910434	0.14356689	-1.5440731	0.0108229015	HG01932
-0.52889484	-0.11343963	-1.6593828	0.055179365	HG01933
-0.56668335	-0.08620054	-1.5728699	-0.031094303	HG01935
-0.51076835	-0.08079559	-1.7313277	0.11909879	HG01936
-0.56012934	0.17061894	-1.5816336	0.09858597	HG01938
-0.5229508	0.13218729	-1.7996676	0.16028894	HG01939
-0.5565707	0.2980916	-1.7429986	0.09553183	HG01941
-0.5235377	0.17548649	-1.7353842	0.26227045	HG01942
-0.6079945	0.24942808	-1.5669442	0.10660387	HG01944
-0.534741	-0.036512084	-1.5467942	-0.04167127	HG01945
-0.30884472	0.26824754	-1.7915001	-0.013559451	HG01947
-0.4756259	0.0098028695	-1.7184235	0.18333866	HG01948
-0.53220075	0.08276682	-1.5935645	-0.023760905	HG01950
-0.5351108	-0.03330309	-1.6479353	0.06670035	HG01951
-0.53353757	0.09058278	-1.5358694	0.020202408	HG01953
-0.5629496	0.22903757	-1.6933316	0.12834789	HG01954
-0.4444268	0.024439864	-1.7139621	-0.080236904	HG01956
0.52610224	0.9641078	-1.3585393	0.10443819	HG01958
-0.6473374	0.09406286	-1.5504799	-0.053091876	HG01961
-0.39577428	0.18382375	-1.8337642	0.06665743	HG01965
-0.5109603	-0.022249885	-1.6636875	0.11826754	HG01967
-0.56850725	0.23833744	-1.6424962	0.12174166	HG01968
-0.504224	0.15684728	-1.7074227	0.09054018	HG01970
-0.46735016	-0.09268171	-1.8621619	0.19704117	HG01971
-0.5564833	0.09336644	-1.5577805	0.044844754	HG01973
-0.5893169	0.15612821	-1.604712	0.06075061	HG01974
-0.52854985	0.1886013	-1.7305694	0.21070923	HG01976
-0.48583332	0.08558255	-1.7318804	0.19549848	HG01977
-0.50551194	-0.054202385	-1.7779696	0.17540301	HG01979
-0.58297676	0.20520072	-1.8559275	0.16443647	HG01980
-0.55653554	0.26266593	-1.7515986	0.1399814	HG01982
-0.39217785	0.27648503	-1.8258374	0.20281197	HG01985
0.2105132	0.63846	-1.9838803	-0.09221255	HG01986
-0.2458227	0.29576856	-2.2100673	0.25274408	HG01988
-0.085342795	0.46051353	-1.7695473	-0.1188724	HG01989
-0.33962002	0.43716902	-1.7708988	0.089918025	HG01990
-0.5129333	-0.014104196	-1.5672758	0.03480447	HG01991
-0.51751	0.0024276297	-1.6494632	0.084182985	HG01992
-0.54529697	0.0032580416	-1.5925727	0.0452571	HG01997
-0.6391179	0.26210874	-1.5602752	0.057956345	HG02002
-0.5107656	-0.024320193	-1.6399982	0.0906911	HG02003
-0.5428366	0.17569701	-1.6322608	0.023444066	HG02006
-0.6216907	0.13135116	-1.5564159	0.0011828037	HG02008
-0.17952088	0.43373138	-1.7684011	-0.08904087	HG02009
-0.4320059	0.2082365	-1.6420699	0.030110369	HG02010
-0.32221988	0.52275485	-1.80279	0.23233916	HG02012
-0.086609036	0.5069223	-2.0492249	0.0749538	HG02013
-0.33264437	0.12518744	-1.7921141	0.1370411	HG02014
-0.5285948	-0.040201254	-1.5065122	-0.04337191	HG02016
-0.536218	0.12724392	-1.6001346	0.09382153	HG02017
-0.62204105	0.23608927	-1.5632284	0.12830152	HG02019
-0.4995357	0.025545053	-1.73847	0.12143005	HG02020
-0.5306255	-0.0103888	-1.4898092	-0.012880435	HG02023
-0.51723796	-0.14527674	-1.8417923	0.17645897	HG02025
-0.46140948	-0.09058637	-1.7253292	0.12638582	HG02026
-0.53561085	-0.17471547	-1.7343338	0.072690375	HG02028
-0.5248267	0.19327335	-1.7528247	0.19276096	HG02029
-0.5342931	0.15685014	-1.5391555	0.055497773	HG02031
-0.4743921	-0.025932379	-1.6838616	0.17102684	HG02032
-0.51429814	-0.022288986	-1.5744904	0.05719257	HG02035
-0.48151997	0.017717414	-1.7518597	0.16563381	HG02040
-0.52533656	-0.08024091	-1.660409	0.05588997	HG02047
-0.5196038	-0.047015972	-1.6764064	0.09048248	HG02048
-0.5393283	-0.022604056	-1.6066176	-0.08026444	HG02049
-0.5623186	0.1700583	-1.6959403	0.105092295	HG02050
-0.32120696	0.04399591	-2.0300794	0.10256041	HG02051
-0.31312695	0.39177734	-1.862443	0.09649683	HG02052
-0.03298751	0.43750793	-1.9695251	0.012158284	HG02053
-0.23473147	0.20083527	-1.7346227	0.057027824	HG02054
-0.6198632	0.2553125	-1.7701712	0.1926371	HG02057
-0.48333326	0.11009913	-1.7657185	0.16073324	HG02058
-0.5471423	0.09914463	-1.635773	0.042735703	HG02060
-0.5796161	0.08969062	-1.6673326	0.10849119	HG02061
-0.4777545	-0.08056039	-1.6949552	0.112264164	HG02064
-0.48368433	-0.07993705	-1.7328442	0.11752284	HG02067
-0.4406834	0.07600563	-1.9576428	0.16399635	HG02069
-0.50917727	0.08593636	-1.6048626	0.14826371	HG02070
-0.48588422	0.08628469	-1.791003	0.19098605	HG02072
-0.48841694	0.049823575	-1.811491	0.23612167	HG02073
-0.5067219	-0.033864565	-1.7643781	0.17418922	HG02075
-0.54599935	0.0025182287	-1.5537739	0.026049266	HG02076
-0.51029855	-0.03674514	-1.6125143	0.06919766	HG02078
-0.45268205	0.020575576	-1.8260324	0.19304551	HG02079
-0.5143885	-0.0041530808	-1.5851407	0.01360465	HG02081
-0.5006717	-0.0022458513	-1.7355714	0.17051817	HG02082
-0.49574223	-0.074503966	-1.6274071	0.031125674	HG02084
-0.49869695	-0.1282912	-1.5525635	-0.015070191	HG02085
-0.50407	0.015494636	-1.6399748	0.12554671	HG02086
-0.56896967	0.16645698	-1.5607117	0.08647931	HG02087
-0.5412465	-0.16769262	-1.6048923	-0.042679183	HG02088
-0.5148638	0.02452784	-1.5345678	-0.006579509	HG02089
-0.5058276	-0.16684742	-1.5243005	-0.07522809	HG02090
0.1545802	0.65854925	-1.9993515	0.0077965353	HG02095
-0.5541132	0.14413266	-1.5870838	0.069741376	HG02102
-0.5573506	-0.034425803	-1.5805974	0.0051145647	HG02104
-0.5344942	0.02894669	-1.6931523	0.14505829	HG02105
-0.3759555	0.1405826	-1.7758858	0.07251526	HG02107
-0.12755933	0.46558863	-1.993809	0.041314013	HG02108
-0.22893408	0.4032591	-1.8829409	0.058821805	HG02111
-0.46916023	-0.0019252977	-1.8593092	0.2930678	HG02113
-0.50821906	0.11065107	-1.760012	0.13814975	HG02116
-0.49532	0.13487582	-1.8714266	0.29245102	HG02121
-0.46619728	-0.011648127	-1.8535972	0.28281105	HG02122
-0.48382106	-0.014553496	-1.7305496	0.12039269	HG02127
-0.43772402	-0.28357595	-1.6409166	-0.08235394	HG02128
-0.5465686	-0.12003536	-1.5967067	-0.03383445	HG02130
-0.51466376	0.024923377	-1.691892	0.14771117	HG02131
-0.501491	0.013364128	-1.6540743	0.07465137	HG02133
-0.4833527	0.05908864	-1.8844705	0.31443667	HG02134
-0.5180977	-0.103923865	-1.6990237	0.07561935	HG02136
-0.534069	-0.0060563763	-1.556153	0.025426397	HG02137
-0.4975585	-0.120254345	-1.5725057	0.003285894	HG02138
-0.50075966	-0.08445973	-1.7098528	0.076236375	HG02139
-0.47956613	0.027854137	-1.6320345	0.12617828	HG02140
-0.49296156	-0.073925085	-1.8242943	0.18168081	HG02141
-0.49694255	0.04270821	-1.6409887	0.11758507	HG02142
-0.35989717	0.12905376	-1.7399673	0.008470783	HG02143
0.060292926	0.58090013	-2.077135	0.041517265	HG02144
-0.5121651	-0.053851314	-1.5703117	-0.015104404	HG02146
-0.5540059	0.068990044	-1.6048702	0.055818327	HG02147
-0.5035444	-0.049219914	-1.5930507	-0.027753701	HG02150
-0.558996	-0.12702926	-1.7128667	0.03775347	HG02151
-0.58934444	0.21711628	-1.5426981	0.107107766	HG02152
-0.4834533	-0.115019865	-1.7376858	0.1495855	HG02153
-0.54628783	0.0013042012	-1.65153	0.08912433	HG02154
-0.55912906	0.017702393	-1.6224114	0.04137612	HG02155
-0.49948743	0.037078552	-1.6159421	0.079949506	HG02156
-0.538567	0.06959277	-1.6145612	0.09741188	HG02164
-0.51069635	0.03354185	-1.6193299	0.08521653	HG02165
-0.47148004	-0.05598206	-1.6890978	0.119447954	HG02166
-0.36233047	-0.20759304	-1.7551544	0.04815591	HG02178
-0.5362157	0.13576953	-1.7021182	0.1503097	HG02179
-0.50166875	0.004936389	-1.7079673	0.062325366	HG02180
-0.59206086	0.08105808	-1.5740463	0.031002173	HG02181
-0.52829224	-0.0675003	-1.5670944	-0.010750284	HG02182
-0.5250909	0.10046249	-1.7130663	0.20638265	HG02184
-0.48811927	0.074362926	-1.809861	0.26663935	HG02185
-0.52334267	0.0592516	-1.6663128	0.15380694	HG02186
-0.51509815	0.049075298	-1.676097	0.13561608	HG02187
-0.49402288	-0.013922998	-1.714606	0.15022554	HG02188
-0.53334016	-0.030926771	-1.6223052	-0.028492441	HG02190
-0.53839654	0.019639663	-1.7049137	0.14136542	HG02215
-0.61420244	0.01760345	-1.6716127	0.05126489	HG02219
-0.5571007	0.028836064	-1.6181407	0.053940423	HG02220
-0.5433293	0.09871023	-1.836773	0.20978273	HG02221
-0.4689441	0.049237065	-1.7394547	0.26329875	HG02223
-0.523189	0.096431784	-1.8696127	0.2540779	HG02224
-0.5629367	-0.022762366	-2.01738	0.25832927	HG02230
-0.46699014	-0.06754596	-1.9421026	0.2765535	HG02231
-0.49089018	0.063707046	-1.8887656	0.25375175	HG02232
-0.57469076	0.1740611	-1.7090054	0.18790211	HG02233
-0.5164203	-0.06632025	-1.8090045	0.1918601	HG02235
-0.48836866	0.077717714	-1.6917658	0.068007834	HG02236
-0.52939147	-0.00250537	-1.7884117	0.18281807	HG02238
-0.49745134	0.019439273	-1.9800727	0.27877486	HG02239
-0.5183652	0.014026097	-1.6847621	0.13864745	HG02250
-0.556475	0.06041246	-1.6466745	0.09072841	HG02252
-0.4730567	0.009226731	-1.7953299	0.22862615	HG02253
0.051170792	0.48537678	-1.8697438	-0.12474751	HG02255
-0.15902284	0.4140907	-1.9085	0.022828588	HG02256
-0.5457682	-0.027191944	-1.6907783	0.102402814	HG02259
-0.4572548	-0.13030536	-1.8069758	0.15193404	HG02260
-0.5536141	0.22060041	-1.6305974	0.07114936	HG02262
-0.5609979	0.1547622	-1.7043035	0.034676798	HG02265
-0.524087	0.025823168	-1.7357484	0.17930354	HG02266
-0.62253946	0.030200891	-1.5487114	-0.04847371	HG02271
-0.54223734	-0.022905536	-1.6439133	0.076685436	HG02272
-0.43340996	0.16919951	-1.672655	0.08471311	HG02274
-0.56012017	0.15931182	-1.6555632	0.06670035	HG02275
-0.5907479	0.10433429	-1.6922132	0.120687015	HG02277
-0.53855807	0.19329672	-1.7198849	0.24263205	HG02278
-0.16938344	0.4507671	-1.9405656	0.029517064	HG02281
-0.30842617	0.35067493	-1.8511789	0.025898704	HG02282
-0.13074318	0.3001986	-2.116824	0.07809556	HG02283
-0.45344964	0.2123882	-1.7537792	0.07053817	HG02284
-0.5711536	0.2273628	-1.6543295	0.09637726	HG02285
-0.5215704	-0.071809	-1.6753173	0.05458916	HG02286
-0.6113511	0.16827564	-1.5973343	0.057302482	HG02291
-0.54187244	-0.010794588	-1.559577	-0.046022408	HG02292
-0.53685886	0.12775914	-1.7508949	0.12994649	HG02298
-0.6193544	0.12913327	-1.5609426	0.009269962	HG02299
-0.6074737	0.10323232	-1.621073	0.05192793	HG02301
-0.5330301	0.05643957	-1.8591186	0.22336353	HG02304
0.27248678	0.65931636	-2.1878219	0.007795701	HG02307
0.029638495	0.39668256	-2.0281966	0.023810515	HG02308
-0.17475644	0.27898842	-2.0304697	0.058292992	HG02309
-0.54605585	0.046755724	-1.6100208	0.059395082	HG02312
-0.19199637	0.28467995	-1.9938916	0.21220602	HG02314
-0.23382989	0.47145993	-1.7749162	-0.002953401	HG02315
-0.010243329	0.33459955	-2.10489	0.032090314	HG02317
0.14255843	0.53673536	-2.369347	0.17956413	HG02318
0.09536204	0.5039875	-2.090235	0.01764656	HG02322
-0.20940486	0.3929965	-2.0132093	0.13621868	HG02323
0.058901396	0.5196727	-2.1434083	0.052572377	HG02325
